TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
3285.798159120966,0.0046981024,1482004,,,,,,,168,,,,,,,,,,
3285.799548031106,0.0046981242,1482005,,,,,,,32,,,,,,,,,,
3285.800936941246,0.004698146,1482006,,,,,,,32,,,,,,,,,,
3285.802325851387,0.004698168,1482007,,,,,,,32,,,,,,,,,,
3285.803714761528,0.00469819,1482008,1.1552929E7,363.2632,34281.64,46.788094,1.168981E7,367.96982,0,,,,,1797.7353165939433,3.2051914E-5,132.0007012888281,2.527802E-4,0.017999321,-0.06449583
3285.8051036716683,0.004698212,1482009,1.1553706E7,363.25354,34245.992,46.636253,1.1689666E7,367.96002,0,,,,,1797.7345397817069,3.2050386E-5,132.00684937716275,2.5276453E-4,0.016434573,-0.060607318
3285.8064925818094,0.0046982337,1482010,1.1552389E7,363.24692,34348.17,46.71134,1.1689735E7,367.95334,0,,,,,1797.734748444139,3.206042E-5,132.0071320541485,2.5277722E-4,0.017212095,-0.059541002
3285.8078814919504,0.0046982556,1482011,1.1552535E7,363.25046,34397.734,46.690647,1.1688795E7,367.9569,0,,,,,1797.7362743060635,3.2046235E-5,132.0100276514582,2.5282276E-4,0.018030997,-0.05833588
3285.8092704020905,0.0046982775,1482012,1.1551569E7,363.23633,34298.38,46.664906,1.1687982E7,367.9426,0,,,,,1797.7346139816666,3.2057585E-5,131.99797749406954,2.528218E-4,0.015194021,-0.07014483
3285.8106593122316,0.0046982993,1482013,1.1552867E7,363.26358,34325.68,46.77712,1.1690154E7,367.9702,0,,,,,1797.7345162946654,3.2048683E-5,132.00563952678183,2.5282975E-4,0.015926106,-0.060120434
3285.8120482223726,0.004698321,1482014,1.1555666E7,363.31097,34317.426,46.834095,1.1691912E7,368.0182,0,,,,,1797.7380845236198,3.205079E-5,132.0099639508976,2.5283275E-4,0.019698923,-0.059746943
3285.8134371325127,0.004698343,1482015,1.155283E7,363.26083,34362.438,46.764008,1.1689129E7,367.96744,0,,,,,1797.7365713342847,3.2056672E-5,132.00817255151995,2.5278985E-4,0.018589891,-0.05890602
3285.8148260426533,0.004698365,1482016,1.1552642E7,363.24158,34322.11,46.6431,1.1688999E7,367.94797,0,,,,,1797.7381855530755,3.206955E-5,132.00255947916867,2.528475E-4,0.019667033,-0.06386965
3285.8162149527943,0.004698387,1482017,1.1552632E7,363.25592,34352.777,46.74297,1.1688686E7,367.96246,0,,,,,1797.7324831000974,3.2055377E-5,132.00864006812276,2.5282308E-4,0.012994885,-0.056940895
3285.8176038629354,0.004698409,1482018,1.1552952E7,363.25647,34400.793,46.725807,1.1690063E7,367.96298,0,,,,,1797.7360452207358,3.2053966E-5,132.0015891271104,2.5286054E-4,0.017048739,-0.063688934
3285.8189927730755,0.0046984307,1482019,1.1553892E7,363.26303,34286.883,46.65157,1.1690708E7,367.96967,0,,,,,1797.7415738809711,3.204413E-5,132.01067016706213,2.5288874E-4,0.024004633,-0.05989698
3285.8203816832165,0.0046984525,1482020,1.1552207E7,363.24182,34364.938,46.709217,1.1689618E7,367.9482,0,,,,,1797.733507938127,3.209661E-5,131.99725090681278,2.5282303E-4,0.014217831,-0.065162875
3285.8217705933575,0.0046984744,1482021,1.1553247E7,363.2522,34337.875,46.659466,1.1689739E7,367.95868,0,,,,,1797.7386537127904,3.2049214E-5,132.0103952165155,2.5285542E-4,0.020508258,-0.055562854
3285.823159503498,0.0046984963,1482022,1.155268E7,363.26108,34391.047,46.79404,1.1689368E7,367.96768,0,,,,,1797.7369494700836,3.2056443E-5,132.00380474033486,2.5284837E-4,0.018099977,-0.062844805
3285.824548413639,0.004698518,1482023,1.1553305E7,363.25436,34361.156,46.654636,1.168938E7,367.9609,0,,,,,1797.7373014724121,3.2051674E-5,132.0044467145168,2.5284538E-4,0.01925849,-0.06396707
3285.8259373237797,0.00469854,1482024,1.1552675E7,363.257,34363.98,46.733894,1.168898E7,367.96353,0,,,,,1797.7365891247853,3.205589E-5,132.00756492438853,2.5285402E-4,0.018052382,-0.059570834
3285.8273262339203,0.004698562,1482025,1.1553339E7,363.25378,34280.375,46.672012,1.168986E7,367.9603,0,,,,,1797.7396774687777,3.2052E-5,132.00563783100355,2.5284872E-4,0.02172569,-0.058705743
3285.8287151440604,0.004698584,1482026,1.1552614E7,363.24542,34344.95,46.66397,1.16892E7,367.9518,0,,,,,1797.7361900917642,3.2060845E-5,132.00777304712744,2.528158E-4,0.01825166,-0.05764785
3285.8301040542015,0.0046986057,1482027,1.1551521E7,363.2056,34323.44,46.506466,1.1688112E7,367.91147,0,,,,,1797.734742729612,3.2049902E-5,132.00439787522072,2.5283577E-4,0.015896583,-0.062367357
3285.8314929643425,0.0046986276,1482028,1.1552154E7,363.24158,34380.953,46.673832,1.16889E7,367.94797,0,,,,,1797.740668351901,3.2063177E-5,132.00858531065853,2.528774E-4,0.022632731,-0.058354955
3285.8328818744826,0.0046986495,1482029,1.1552857E7,363.24384,34299.184,46.62665,1.1689572E7,367.95023,0,,,,,1797.733859110898,3.2051918E-5,132.00997422185185,2.5283455E-4,0.016429996,-0.055670068
3285.8342707846236,0.0046986714,1482030,1.1551712E7,363.2258,34306.184,46.64437,1.1688047E7,367.93198,0,,,,,1797.7393907730293,3.2049375E-5,132.0066153194371,2.528551E-4,0.021957234,-0.06208537
3285.8356596947638,0.0046986933,1482031,1.1552097E7,363.23517,34357.22,46.660015,1.1689064E7,367.94147,0,,,,,1797.7354264507192,3.2053787E-5,132.00588873494908,2.528488E-4,0.017962292,-0.05992768
3285.8370486049034,0.004698715,1482032,1.1551987E7,363.23135,34396.11,46.652546,1.1689165E7,367.93756,0,,,,,1797.73867553909,3.20521E-5,132.005638981666,2.5286272E-4,0.019923795,-0.06071832
3285.8384375150445,0.004698737,1482033,1.1552048E7,363.23752,34398.28,46.69865,1.1689024E7,367.9438,0,,,,,1797.7361387884541,3.2073196E-5,132.00649227725384,2.5283868E-4,0.018352566,-0.058039866
3285.8398264251855,0.004698759,1482034,1.1551007E7,363.221,34248.016,46.69785,1.1688516E7,367.92706,0,,,,,1797.737931618701,3.2073443E-5,132.00623709083592,2.5284194E-4,0.018559605,-0.05593407
3285.8412153353256,0.004698781,1482035,1.1551982E7,363.26218,34321.883,46.792305,1.1688566E7,367.96878,0,,,,,1797.7403946074353,3.206485E-5,132.0073339869326,2.5288644E-4,0.02294763,-0.059098065
3285.842604245466,0.0046988027,1482036,1.1551729E7,363.2339,34339.645,46.67399,1.1688215E7,367.94016,0,,,,,1797.735349053512,3.2055545E-5,132.00767024692885,2.5281045E-4,0.016654681,-0.059517846
3285.8439931551416,0.004698824,1482037,1.1551904E7,363.25705,34362.918,46.815536,1.1688789E7,367.96356,0,,,,,1797.740905165676,3.2051226E-5,132.01493243808903,2.52877E-4,0.02235939,-0.055524886
3285.8453820652826,0.004698846,1482038,1.1552536E7,363.24316,34278.33,46.675808,1.1688901E7,367.94952,0,,,,,1797.735761766866,3.2048534E-5,132.01078546864036,2.5283592E-4,0.017373703,-0.05840386
3285.8467709754227,0.004698868,1482039,1.1553297E7,363.26593,34379.082,46.725018,1.1689783E7,367.97256,0,,,,,1797.7389236435527,3.205009E-5,132.0087281124651,2.5285798E-4,0.021310968,-0.058825567
3285.8481598855637,0.00469889,1482040,1.1552412E7,363.2408,34291.266,46.67621,1.1688902E7,367.94714,0,,,,,1797.7382201395471,3.205807E-5,132.0072120564933,2.5282602E-4,0.020617746,-0.060855318
3285.849548795705,0.0046989117,1482041,1.1552335E7,363.23813,34343.848,46.644417,1.168931E7,367.94443,0,,,,,1797.7356769109108,3.205205E-5,132.01011252846214,2.52806E-4,0.016863288,-0.056368437
3285.850937705845,0.0046989336,1482042,1.1552164E7,363.2404,34368.164,46.68673,1.168857E7,367.94672,0,,,,,1797.7378820764434,3.2060045E-5,132.01122169595106,2.527923E-4,0.019696007,-0.057632677
3285.852326615985,0.0046989555,1482043,1.1551673E7,363.24176,34387.066,46.768635,1.1688133E7,367.94812,0,,,,,1797.73845986884,3.2059193E-5,132.01304828032406,2.528163E-4,0.020917512,-0.05726365
3285.853715526126,0.0046989773,1482044,1.1553077E7,363.2547,34352.41,46.666473,1.1690368E7,367.96124,0,,,,,1797.737799224201,3.2047876E-5,132.00845260147742,2.5284605E-4,0.02002404,-0.059914257
3285.855104436267,0.004698999,1482045,1.1552479E7,363.24722,34466.85,46.670887,1.1688712E7,367.9536,0,,,,,1797.7361704039386,3.2051044E-5,132.01517244380307,2.5281435E-4,0.018050365,-0.053937506
